date,platform,campaign_id,adset_id,ad_id,campaign_name,adset_name,ad_name,spend,impressions,clicks,conversions,country,objective,campaign_clean,audience,creative_type,year,month
2023-10-13,Instagram,IN1008,AS50012,AD900019,awrnsDE  autumn_pushxx,new BROAD de_placement-auto,autumn_pushCR||v1,34.18,4093,36,0,DE,Awareness,Autumn Brand Push,Broad,UNKNOWN,2023,10
2023-10-14,Instagram,IN1008,AS50012,AD900019,awrnsDE  autumn_pushxx,new BROAD de_placement-auto,autumn_pushCR||v1,43.83,7838,128,1,DE,Awareness,Autumn Brand Push,Broad,UNKNOWN,2023,10
2023-10-15,Instagram,IN1008,AS50012,AD900019,awrnsDE  autumn_pushxx,new BROAD de_placement-auto,autumn_pushCR||v1,77.14,7553,111,3,DE,Awareness,Autumn Brand Push,Broad,UNKNOWN,2023,10
2023-10-16,Instagram,IN1008,AS50012,AD900019,awrnsDE  autumn_pushxx,new BROAD de_placement-auto,autumn_pushCR||v1,36.44,5034,68,0,DE,Awareness,Autumn Brand Push,Broad,UNKNOWN,2023,10
2023-10-17,Instagram,IN1008,AS50012,AD900019,awrnsDE  autumn_pushxx,new BROAD de_placement-auto,autumn_pushCR||v1,86.68,9674,136,2,DE,Awareness,Autumn Brand Push,Broad,UNKNOWN,2023,10
2023-10-18,Instagram,IN1008,AS50012,AD900019,awrnsDE  autumn_pushxx,new BROAD de_placement-auto,autumn_pushCR||v1,52.84,8568,62,0,DE,Awareness,Autumn Brand Push,Broad,UNKNOWN,2023,10
2023-10-19,Instagram,IN1008,AS50012,AD900019,awrnsDE  autumn_pushxx,new BROAD de_placement-auto,autumn_pushCR||v1,19.48,2228,18,0,DE,Awareness,Autumn Brand Push,Broad,UNKNOWN,2023,10
2023-10-20,Instagram,IN1008,AS50012,AD900019,awrnsDE  autumn_pushxx,new BROAD de_placement-auto,autumn_pushCR||v1,25.16,3635,59,1,DE,Awareness,Autumn Brand Push,Broad,UNKNOWN,2023,10
2023-10-21,Instagram,IN1008,AS50012,AD900019,awrnsDE  autumn_pushxx,new BROAD de_placement-auto,autumn_pushCR||v1,53.45,5692,61,0,DE,Awareness,Autumn Brand Push,Broad,UNKNOWN,2023,10
2023-10-22,Instagram,IN1008,AS50012,AD900019,awrnsDE  autumn_pushxx,new BROAD de_placement-auto,autumn_pushCR||v1,98.99,9672,143,2,DE,Awareness,Autumn Brand Push,Broad,UNKNOWN,2023,10
2023-10-23,Instagram,IN1008,AS50012,AD900019,awrnsDE  autumn_pushxx,new BROAD de_placement-auto,autumn_pushCR||v1,52.99,9587,61,1,DE,Awareness,Autumn Brand Push,Broad,UNKNOWN,2023,10
2023-10-24,Instagram,IN1008,AS50012,AD900019,awrnsDE  autumn_pushxx,new BROAD de_placement-auto,autumn_pushCR||v1,46.76,7409,114,2,DE,Awareness,Autumn Brand Push,Broad,UNKNOWN,2023,10
2023-10-25,Instagram,IN1008,AS50012,AD900019,awrnsDE  autumn_pushxx,new BROAD de_placement-auto,autumn_pushCR||v1,63.81,11294,128,2,DE,Awareness,Autumn Brand Push,Broad,UNKNOWN,2023,10
2023-10-26,Instagram,IN1008,AS50012,AD900019,awrnsDE  autumn_pushxx,new BROAD de_placement-auto,autumn_pushCR||v1,38.1,6277,103,2,DE,Awareness,Autumn Brand Push,Broad,UNKNOWN,2023,10
2023-10-27,Instagram,IN1008,AS50012,AD900019,awrnsDE  autumn_pushxx,new BROAD de_placement-auto,autumn_pushCR||v1,56.95,8579,116,1,DE,Awareness,Autumn Brand Push,Broad,UNKNOWN,2023,10
2023-10-28,Instagram,IN1008,AS50012,AD900019,awrnsDE  autumn_pushxx,new BROAD de_placement-auto,autumn_pushCR||v1,20.29,2322,32,0,DE,Awareness,Autumn Brand Push,Broad,UNKNOWN,2023,10
2023-10-29,Instagram,IN1008,AS50012,AD900019,awrnsDE  autumn_pushxx,new BROAD de_placement-auto,autumn_pushCR||v1,86.62,15827,155,1,DE,Awareness,Autumn Brand Push,Broad,UNKNOWN,2023,10
2023-10-30,Instagram,IN1008,AS50012,AD900019,awrnsDE  autumn_pushxx,new BROAD de_placement-auto,autumn_pushCR||v1,22.27,2858,24,0,DE,Awareness,Autumn Brand Push,Broad,UNKNOWN,2023,10
2023-10-31,Instagram,IN1008,AS50012,AD900019,awrnsDE  autumn_pushxx,new BROAD de_placement-auto,autumn_pushCR||v1,61.41,5832,92,0,DE,Awareness,Autumn Brand Push,Broad,UNKNOWN,2023,10
2023-10-01,Instagram,IN1008,AS50013,AD900020,awrnsDE  autumn_pushxx,final_final_BROAD|DE,!!_autumn_push_creativeIMG,44.09,8435,93,2,DE,Awareness,Autumn Brand Push,Broad,image,2023,10
2023-10-02,Instagram,IN1008,AS50013,AD900020,awrnsDE  autumn_pushxx,final_final_BROAD|DE,!!_autumn_push_creativeIMG,30.99,3302,39,0,DE,Awareness,Autumn Brand Push,Broad,image,2023,10
2023-10-03,Instagram,IN1008,AS50013,AD900020,awrnsDE  autumn_pushxx,final_final_BROAD|DE,!!_autumn_push_creativeIMG,75.82,11042,109,2,DE,Awareness,Autumn Brand Push,Broad,image,2023,10
2023-10-04,Instagram,IN1008,AS50013,AD900020,awrnsDE  autumn_pushxx,final_final_BROAD|DE,!!_autumn_push_creativeIMG,27.33,4843,52,0,DE,Awareness,Autumn Brand Push,Broad,image,2023,10
2023-10-05,Instagram,IN1008,AS50013,AD900020,awrnsDE  autumn_pushxx,final_final_BROAD|DE,!!_autumn_push_creativeIMG,38.67,5928,98,1,DE,Awareness,Autumn Brand Push,Broad,image,2023,10
2023-10-06,Instagram,IN1008,AS50013,AD900020,awrnsDE  autumn_pushxx,final_final_BROAD|DE,!!_autumn_push_creativeIMG,39.13,4025,65,1,DE,Awareness,Autumn Brand Push,Broad,image,2023,10
2023-10-07,Instagram,IN1008,AS50013,AD900020,awrnsDE  autumn_pushxx,final_final_BROAD|DE,!!_autumn_push_creativeIMG,97.75,17038,193,4,DE,Awareness,Autumn Brand Push,Broad,image,2023,10
2023-10-08,Instagram,IN1008,AS50013,AD900020,awrnsDE  autumn_pushxx,final_final_BROAD|DE,!!_autumn_push_creativeIMG,98.55,15924,237,2,DE,Awareness,Autumn Brand Push,Broad,image,2023,10
2023-10-09,Instagram,IN1008,AS50013,AD900020,awrnsDE  autumn_pushxx,final_final_BROAD|DE,!!_autumn_push_creativeIMG,45.33,4768,72,0,DE,Awareness,Autumn Brand Push,Broad,image,2023,10
2023-10-10,Instagram,IN1008,AS50013,AD900020,awrnsDE  autumn_pushxx,final_final_BROAD|DE,!!_autumn_push_creativeIMG,35.38,3282,42,0,DE,Awareness,Autumn Brand Push,Broad,image,2023,10
2023-10-11,Instagram,IN1008,AS50013,AD900020,awrnsDE  autumn_pushxx,final_final_BROAD|DE,!!_autumn_push_creativeIMG,35.39,4593,42,0,DE,Awareness,Autumn Brand Push,Broad,image,2023,10
2023-10-12,Instagram,IN1008,AS50013,AD900020,awrnsDE  autumn_pushxx,final_final_BROAD|DE,!!_autumn_push_creativeIMG,37.44,4486,55,1,DE,Awareness,Autumn Brand Push,Broad,image,2023,10
2023-10-13,Instagram,IN1008,AS50013,AD900020,awrnsDE  autumn_pushxx,final_final_BROAD|DE,!!_autumn_push_creativeIMG,41.58,5459,89,2,DE,Awareness,Autumn Brand Push,Broad,image,2023,10
2023-10-14,Instagram,IN1008,AS50013,AD900020,awrnsDE  autumn_pushxx,final_final_BROAD|DE,!!_autumn_push_creativeIMG,92.37,14409,196,4,DE,Awareness,Autumn Brand Push,Broad,image,2023,10
2023-10-15,Instagram,IN1008,AS50013,AD900020,awrnsDE  autumn_pushxx,final_final_BROAD|DE,!!_autumn_push_creativeIMG,46.5,5914,96,2,DE,Awareness,Autumn Brand Push,Broad,image,2023,10
2023-10-16,Instagram,IN1008,AS50013,AD900020,awrnsDE  autumn_pushxx,final_final_BROAD|DE,!!_autumn_push_creativeIMG,68.33,12471,82,1,DE,Awareness,Autumn Brand Push,Broad,image,2023,10
2023-10-17,Instagram,IN1008,AS50013,AD900020,awrnsDE  autumn_pushxx,final_final_BROAD|DE,!!_autumn_push_creativeIMG,57.59,9556,57,0,DE,Awareness,Autumn Brand Push,Broad,image,2023,10
2023-10-18,Instagram,IN1008,AS50013,AD900020,awrnsDE  autumn_pushxx,final_final_BROAD|DE,!!_autumn_push_creativeIMG,61.1,8516,117,1,DE,Awareness,Autumn Brand Push,Broad,image,2023,10
2023-10-19,Instagram,IN1008,AS50013,AD900020,awrnsDE  autumn_pushxx,final_final_BROAD|DE,!!_autumn_push_creativeIMG,62.89,11091,185,2,DE,Awareness,Autumn Brand Push,Broad,image,2023,10
2023-10-20,Instagram,IN1008,AS50013,AD900020,awrnsDE  autumn_pushxx,final_final_BROAD|DE,!!_autumn_push_creativeIMG,17.82,1817,17,0,DE,Awareness,Autumn Brand Push,Broad,image,2023,10
2023-10-21,Instagram,IN1008,AS50013,AD900020,awrnsDE  autumn_pushxx,final_final_BROAD|DE,!!_autumn_push_creativeIMG,31.75,5104,55,0,DE,Awareness,Autumn Brand Push,Broad,image,2023,10
2023-10-22,Instagram,IN1008,AS50013,AD900020,awrnsDE  autumn_pushxx,final_final_BROAD|DE,!!_autumn_push_creativeIMG,60.81,9209,103,0,DE,Awareness,Autumn Brand Push,Broad,image,2023,10
2023-10-23,Instagram,IN1008,AS50013,AD900020,awrnsDE  autumn_pushxx,final_final_BROAD|DE,!!_autumn_push_creativeIMG,52.73,6127,102,2,DE,Awareness,Autumn Brand Push,Broad,image,2023,10
2023-10-24,Instagram,IN1008,AS50013,AD900020,awrnsDE  autumn_pushxx,final_final_BROAD|DE,!!_autumn_push_creativeIMG,23.01,3201,48,1,DE,Awareness,Autumn Brand Push,Broad,image,2023,10
2023-10-25,Instagram,IN1008,AS50013,AD900020,awrnsDE  autumn_pushxx,final_final_BROAD|DE,!!_autumn_push_creativeIMG,21.25,4110,49,0,DE,Awareness,Autumn Brand Push,Broad,image,2023,10
2023-10-26,Instagram,IN1008,AS50013,AD900020,awrnsDE  autumn_pushxx,final_final_BROAD|DE,!!_autumn_push_creativeIMG,27.11,4114,41,1,DE,Awareness,Autumn Brand Push,Broad,image,2023,10
2023-10-27,Instagram,IN1008,AS50013,AD900020,awrnsDE  autumn_pushxx,final_final_BROAD|DE,!!_autumn_push_creativeIMG,35.65,3625,58,0,DE,Awareness,Autumn Brand Push,Broad,image,2023,10
2023-10-28,Instagram,IN1008,AS50013,AD900020,awrnsDE  autumn_pushxx,final_final_BROAD|DE,!!_autumn_push_creativeIMG,88.78,16187,171,1,DE,Awareness,Autumn Brand Push,Broad,image,2023,10
2023-10-29,Instagram,IN1008,AS50013,AD900020,awrnsDE  autumn_pushxx,final_final_BROAD|DE,!!_autumn_push_creativeIMG,46.14,6887,104,2,DE,Awareness,Autumn Brand Push,Broad,image,2023,10
2023-10-30,Instagram,IN1008,AS50013,AD900020,awrnsDE  autumn_pushxx,final_final_BROAD|DE,!!_autumn_push_creativeIMG,40.87,5809,102,1,DE,Awareness,Autumn Brand Push,Broad,image,2023,10
2023-10-31,Instagram,IN1008,AS50013,AD900020,awrnsDE  autumn_pushxx,final_final_BROAD|DE,!!_autumn_push_creativeIMG,50.62,5919,82,0,DE,Awareness,Autumn Brand Push,Broad,image,2023,10
2023-10-01,Instagram,IN1008,AS50013,AD900021,awrnsDE  autumn_pushxx,final_final_BROAD|DE,xx | autumn_push.ad.vid,45.65,7750,116,2,DE,Awareness,Autumn Brand Push,Broad,video,2023,10
2023-10-02,Instagram,IN1008,AS50013,AD900021,awrnsDE  autumn_pushxx,final_final_BROAD|DE,xx | autumn_push.ad.vid,75.03,9903,61,1,DE,Awareness,Autumn Brand Push,Broad,video,2023,10
2023-10-03,Instagram,IN1008,AS50013,AD900021,awrnsDE  autumn_pushxx,final_final_BROAD|DE,xx | autumn_push.ad.vid,24.89,3922,24,0,DE,Awareness,Autumn Brand Push,Broad,video,2023,10
2023-10-04,Instagram,IN1008,AS50013,AD900021,awrnsDE  autumn_pushxx,final_final_BROAD|DE,xx | autumn_push.ad.vid,66.1,6251,78,0,DE,Awareness,Autumn Brand Push,Broad,video,2023,10
2023-10-05,Instagram,IN1008,AS50013,AD900021,awrnsDE  autumn_pushxx,final_final_BROAD|DE,xx | autumn_push.ad.vid,79.39,14199,119,1,DE,Awareness,Autumn Brand Push,Broad,video,2023,10
2023-10-06,Instagram,IN1008,AS50013,AD900021,awrnsDE  autumn_pushxx,final_final_BROAD|DE,xx | autumn_push.ad.vid,79.52,10662,171,3,DE,Awareness,Autumn Brand Push,Broad,video,2023,10
2023-10-07,Instagram,IN1008,AS50013,AD900021,awrnsDE  autumn_pushxx,final_final_BROAD|DE,xx | autumn_push.ad.vid,58.59,6026,51,0,DE,Awareness,Autumn Brand Push,Broad,video,2023,10
2023-10-08,Instagram,IN1008,AS50013,AD900021,awrnsDE  autumn_pushxx,final_final_BROAD|DE,xx | autumn_push.ad.vid,93.49,10841,114,2,DE,Awareness,Autumn Brand Push,Broad,video,2023,10
2023-10-09,Instagram,IN1008,AS50013,AD900021,awrnsDE  autumn_pushxx,final_final_BROAD|DE,xx | autumn_push.ad.vid,69.95,7543,91,1,DE,Awareness,Autumn Brand Push,Broad,video,2023,10
2023-10-10,Instagram,IN1008,AS50013,AD900021,awrnsDE  autumn_pushxx,final_final_BROAD|DE,xx | autumn_push.ad.vid,34.07,4316,71,1,DE,Awareness,Autumn Brand Push,Broad,video,2023,10
2023-10-11,Instagram,IN1008,AS50013,AD900021,awrnsDE  autumn_pushxx,final_final_BROAD|DE,xx | autumn_push.ad.vid,19.03,2915,26,0,DE,Awareness,Autumn Brand Push,Broad,video,2023,10
2023-10-12,Instagram,IN1008,AS50013,AD900021,awrnsDE  autumn_pushxx,final_final_BROAD|DE,xx | autumn_push.ad.vid,38.76,5795,67,0,DE,Awareness,Autumn Brand Push,Broad,video,2023,10
2023-10-13,Instagram,IN1008,AS50013,AD900021,awrnsDE  autumn_pushxx,final_final_BROAD|DE,xx | autumn_push.ad.vid,68.62,13265,232,2,DE,Awareness,Autumn Brand Push,Broad,video,2023,10
2023-10-14,Instagram,IN1008,AS50013,AD900021,awrnsDE  autumn_pushxx,final_final_BROAD|DE,xx | autumn_push.ad.vid,92.12,10149,168,2,DE,Awareness,Autumn Brand Push,Broad,video,2023,10
2023-10-15,Instagram,IN1008,AS50013,AD900021,awrnsDE  autumn_pushxx,final_final_BROAD|DE,xx | autumn_push.ad.vid,46.2,5333,44,0,DE,Awareness,Autumn Brand Push,Broad,video,2023,10
2023-10-16,Instagram,IN1008,AS50013,AD900021,awrnsDE  autumn_pushxx,final_final_BROAD|DE,xx | autumn_push.ad.vid,55.42,9653,150,2,DE,Awareness,Autumn Brand Push,Broad,video,2023,10
2023-10-17,Instagram,IN1008,AS50013,AD900021,awrnsDE  autumn_pushxx,final_final_BROAD|DE,xx | autumn_push.ad.vid,54.74,6032,101,1,DE,Awareness,Autumn Brand Push,Broad,video,2023,10
2023-10-18,Instagram,IN1008,AS50013,AD900021,awrnsDE  autumn_pushxx,final_final_BROAD|DE,xx | autumn_push.ad.vid,30.92,5384,94,1,DE,Awareness,Autumn Brand Push,Broad,video,2023,10
2023-10-19,Instagram,IN1008,AS50013,AD900021,awrnsDE  autumn_pushxx,final_final_BROAD|DE,xx | autumn_push.ad.vid,67.77,11297,193,2,DE,Awareness,Autumn Brand Push,Broad,video,2023,10
2023-10-20,Instagram,IN1008,AS50013,AD900021,awrnsDE  autumn_pushxx,final_final_BROAD|DE,xx | autumn_push.ad.vid,64.77,12552,205,3,DE,Awareness,Autumn Brand Push,Broad,video,2023,10
2023-10-21,Instagram,IN1008,AS50013,AD900021,awrnsDE  autumn_pushxx,final_final_BROAD|DE,xx | autumn_push.ad.vid,70.68,8222,69,1,DE,Awareness,Autumn Brand Push,Broad,video,2023,10
2023-10-22,Instagram,IN1008,AS50013,AD900021,awrnsDE  autumn_pushxx,final_final_BROAD|DE,xx | autumn_push.ad.vid,20.32,2094,24,0,DE,Awareness,Autumn Brand Push,Broad,video,2023,10
2023-10-23,Instagram,IN1008,AS50013,AD900021,awrnsDE  autumn_pushxx,final_final_BROAD|DE,xx | autumn_push.ad.vid,45.06,6050,47,0,DE,Awareness,Autumn Brand Push,Broad,video,2023,10
2023-10-24,Instagram,IN1008,AS50013,AD900021,awrnsDE  autumn_pushxx,final_final_BROAD|DE,xx | autumn_push.ad.vid,64.86,7761,138,3,DE,Awareness,Autumn Brand Push,Broad,video,2023,10
2023-10-25,Instagram,IN1008,AS50013,AD900021,awrnsDE  autumn_pushxx,final_final_BROAD|DE,xx | autumn_push.ad.vid,75.49,12832,157,2,DE,Awareness,Autumn Brand Push,Broad,video,2023,10
2023-10-26,Instagram,IN1008,AS50013,AD900021,awrnsDE  autumn_pushxx,final_final_BROAD|DE,xx | autumn_push.ad.vid,34.22,4905,62,1,DE,Awareness,Autumn Brand Push,Broad,video,2023,10
2023-10-27,Instagram,IN1008,AS50013,AD900021,awrnsDE  autumn_pushxx,final_final_BROAD|DE,xx | autumn_push.ad.vid,45.37,6308,112,1,DE,Awareness,Autumn Brand Push,Broad,video,2023,10
2023-10-28,Instagram,IN1008,AS50013,AD900021,awrnsDE  autumn_pushxx,final_final_BROAD|DE,xx | autumn_push.ad.vid,94.06,8583,115,3,DE,Awareness,Autumn Brand Push,Broad,video,2023,10
2023-10-29,Instagram,IN1008,AS50013,AD900021,awrnsDE  autumn_pushxx,final_final_BROAD|DE,xx | autumn_push.ad.vid,100.61,10172,148,1,DE,Awareness,Autumn Brand Push,Broad,video,2023,10
2023-10-30,Instagram,IN1008,AS50013,AD900021,awrnsDE  autumn_pushxx,final_final_BROAD|DE,xx | autumn_push.ad.vid,30.36,5708,49,0,DE,Awareness,Autumn Brand Push,Broad,video,2023,10
2023-10-31,Instagram,IN1008,AS50013,AD900021,awrnsDE  autumn_pushxx,final_final_BROAD|DE,xx | autumn_push.ad.vid,48.1,5047,48,1,DE,Awareness,Autumn Brand Push,Broad,video,2023,10
2023-10-01,TikTok,TI1009,AS50014,AD900022,FINAL_De -_autumn-brand -_awareness_2023,2023_all | stories_D-E,testAutumnBrandASSET | STATIC,28.1,7233,184,1,DE,Awareness,Autumn Brand Push,Broad,static,2023,10
2023-10-02,TikTok,TI1009,AS50014,AD900022,FINAL_De -_autumn-brand -_awareness_2023,2023_all | stories_D-E,testAutumnBrandASSET | STATIC,30.76,7681,176,1,DE,Awareness,Autumn Brand Push,Broad,static,2023,10
2023-10-03,TikTok,TI1009,AS50014,AD900022,FINAL_De -_autumn-brand -_awareness_2023,2023_all | stories_D-E,testAutumnBrandASSET | STATIC,12.51,2271,45,0,DE,Awareness,Autumn Brand Push,Broad,static,2023,10
2023-10-04,TikTok,TI1009,AS50014,AD900022,FINAL_De -_autumn-brand -_awareness_2023,2023_all | stories_D-E,testAutumnBrandASSET | STATIC,13.12,2147,23,0,DE,Awareness,Autumn Brand Push,Broad,static,2023,10
2023-10-05,TikTok,TI1009,AS50014,AD900022,FINAL_De -_autumn-brand -_awareness_2023,2023_all | stories_D-E,testAutumnBrandASSET | STATIC,47.57,7668,124,1,DE,Awareness,Autumn Brand Push,Broad,static,2023,10
2023-10-06,TikTok,TI1009,AS50014,AD900022,FINAL_De -_autumn-brand -_awareness_2023,2023_all | stories_D-E,testAutumnBrandASSET | STATIC,49.67,8464,196,1,DE,Awareness,Autumn Brand Push,Broad,static,2023,10
2023-10-07,TikTok,TI1009,AS50014,AD900022,FINAL_De -_autumn-brand -_awareness_2023,2023_all | stories_D-E,testAutumnBrandASSET | STATIC,13.17,2388,46,0,DE,Awareness,Autumn Brand Push,Broad,static,2023,10
2023-10-08,TikTok,TI1009,AS50014,AD900022,FINAL_De -_autumn-brand -_awareness_2023,2023_all | stories_D-E,testAutumnBrandASSET | STATIC,20.32,4814,133,1,DE,Awareness,Autumn Brand Push,Broad,static,2023,10
2023-10-09,TikTok,TI1009,AS50014,AD900022,FINAL_De -_autumn-brand -_awareness_2023,2023_all | stories_D-E,testAutumnBrandASSET | STATIC,48.83,13315,274,3,DE,Awareness,Autumn Brand Push,Broad,static,2023,10
2023-10-10,TikTok,TI1009,AS50014,AD900022,FINAL_De -_autumn-brand -_awareness_2023,2023_all | stories_D-E,testAutumnBrandASSET | STATIC,37.44,6017,151,2,DE,Awareness,Autumn Brand Push,Broad,static,2023,10
2023-10-11,TikTok,TI1009,AS50014,AD900022,FINAL_De -_autumn-brand -_awareness_2023,2023_all | stories_D-E,testAutumnBrandASSET | STATIC,12.36,3719,47,0,DE,Awareness,Autumn Brand Push,Broad,static,2023,10
2023-10-12,TikTok,TI1009,AS50014,AD900022,FINAL_De -_autumn-brand -_awareness_2023,2023_all | stories_D-E,testAutumnBrandASSET | STATIC,38.73,7518,181,2,DE,Awareness,Autumn Brand Push,Broad,static,2023,10
2023-10-13,TikTok,TI1009,AS50014,AD900022,FINAL_De -_autumn-brand -_awareness_2023,2023_all | stories_D-E,testAutumnBrandASSET | STATIC,32.39,8654,235,3,DE,Awareness,Autumn Brand Push,Broad,static,2023,10
2023-10-14,TikTok,TI1009,AS50014,AD900022,FINAL_De -_autumn-brand -_awareness_2023,2023_all | stories_D-E,testAutumnBrandASSET | STATIC,46.28,6879,123,1,DE,Awareness,Autumn Brand Push,Broad,static,2023,10
2023-10-15,TikTok,TI1009,AS50014,AD900022,FINAL_De -_autumn-brand -_awareness_2023,2023_all | stories_D-E,testAutumnBrandASSET | STATIC,33.17,7540,152,2,DE,Awareness,Autumn Brand Push,Broad,static,2023,10
2023-10-16,TikTok,TI1009,AS50014,AD900022,FINAL_De -_autumn-brand -_awareness_2023,2023_all | stories_D-E,testAutumnBrandASSET | STATIC,33.5,9040,221,1,DE,Awareness,Autumn Brand Push,Broad,static,2023,10
2023-10-17,TikTok,TI1009,AS50014,AD900022,FINAL_De -_autumn-brand -_awareness_2023,2023_all | stories_D-E,testAutumnBrandASSET | STATIC,18.29,3987,105,0,DE,Awareness,Autumn Brand Push,Broad,static,2023,10
2023-10-18,TikTok,TI1009,AS50014,AD900022,FINAL_De -_autumn-brand -_awareness_2023,2023_all | stories_D-E,testAutumnBrandASSET | STATIC,43.1,8097,194,1,DE,Awareness,Autumn Brand Push,Broad,static,2023,10
2023-10-19,TikTok,TI1009,AS50014,AD900022,FINAL_De -_autumn-brand -_awareness_2023,2023_all | stories_D-E,testAutumnBrandASSET | STATIC,48.84,8715,101,1,DE,Awareness,Autumn Brand Push,Broad,static,2023,10
2023-10-20,TikTok,TI1009,AS50014,AD900022,FINAL_De -_autumn-brand -_awareness_2023,2023_all | stories_D-E,testAutumnBrandASSET | STATIC,28.69,4525,108,2,DE,Awareness,Autumn Brand Push,Broad,static,2023,10
2023-10-21,TikTok,TI1009,AS50014,AD900022,FINAL_De -_autumn-brand -_awareness_2023,2023_all | stories_D-E,testAutumnBrandASSET | STATIC,53.32,9410,238,1,DE,Awareness,Autumn Brand Push,Broad,static,2023,10
2023-10-22,TikTok,TI1009,AS50014,AD900022,FINAL_De -_autumn-brand -_awareness_2023,2023_all | stories_D-E,testAutumnBrandASSET | STATIC,48.06,8089,233,3,DE,Awareness,Autumn Brand Push,Broad,static,2023,10
2023-10-23,TikTok,TI1009,AS50014,AD900022,FINAL_De -_autumn-brand -_awareness_2023,2023_all | stories_D-E,testAutumnBrandASSET | STATIC,34.68,5672,125,1,DE,Awareness,Autumn Brand Push,Broad,static,2023,10
2023-10-24,TikTok,TI1009,AS50014,AD900022,FINAL_De -_autumn-brand -_awareness_2023,2023_all | stories_D-E,testAutumnBrandASSET | STATIC,49.19,9883,118,0,DE,Awareness,Autumn Brand Push,Broad,static,2023,10
2023-10-25,TikTok,TI1009,AS50014,AD900022,FINAL_De -_autumn-brand -_awareness_2023,2023_all | stories_D-E,testAutumnBrandASSET | STATIC,24.76,5131,108,0,DE,Awareness,Autumn Brand Push,Broad,static,2023,10
2023-10-26,TikTok,TI1009,AS50014,AD900022,FINAL_De -_autumn-brand -_awareness_2023,2023_all | stories_D-E,testAutumnBrandASSET | STATIC,32.02,4685,117,1,DE,Awareness,Autumn Brand Push,Broad,static,2023,10
2023-10-27,TikTok,TI1009,AS50014,AD900022,FINAL_De -_autumn-brand -_awareness_2023,2023_all | stories_D-E,testAutumnBrandASSET | STATIC,30.61,4682,55,0,DE,Awareness,Autumn Brand Push,Broad,static,2023,10
2023-10-28,TikTok,TI1009,AS50014,AD900022,FINAL_De -_autumn-brand -_awareness_2023,2023_all | stories_D-E,testAutumnBrandASSET | STATIC,44.31,9817,194,1,DE,Awareness,Autumn Brand Push,Broad,static,2023,10
2023-10-29,TikTok,TI1009,AS50014,AD900022,FINAL_De -_autumn-brand -_awareness_2023,2023_all | stories_D-E,testAutumnBrandASSET | STATIC,11.79,2714,45,0,DE,Awareness,Autumn Brand Push,Broad,static,2023,10
2023-10-30,TikTok,TI1009,AS50014,AD900022,FINAL_De -_autumn-brand -_awareness_2023,2023_all | stories_D-E,testAutumnBrandASSET | STATIC,23.83,3634,46,0,DE,Awareness,Autumn Brand Push,Broad,static,2023,10
2023-10-31,TikTok,TI1009,AS50014,AD900022,FINAL_De -_autumn-brand -_awareness_2023,2023_all | stories_D-E,testAutumnBrandASSET | STATIC,31.77,8177,225,2,DE,Awareness,Autumn Brand Push,Broad,static,2023,10
2023-10-01,TikTok,TI1009,AS50014,AD900023,FINAL_De -_autumn-brand -_awareness_2023,2023_all | stories_D-E,AUTUMNBRAND.V2||creative,15.94,2464,38,0,DE,Awareness,Autumn Brand Push,Broad,UNKNOWN,2023,10
2023-10-02,TikTok,TI1009,AS50014,AD900023,FINAL_De -_autumn-brand -_awareness_2023,2023_all | stories_D-E,AUTUMNBRAND.V2||creative,37.16,6218,151,2,DE,Awareness,Autumn Brand Push,Broad,UNKNOWN,2023,10
2023-10-03,TikTok,TI1009,AS50014,AD900023,FINAL_De -_autumn-brand -_awareness_2023,2023_all | stories_D-E,AUTUMNBRAND.V2||creative,40.82,10871,229,2,DE,Awareness,Autumn Brand Push,Broad,UNKNOWN,2023,10
2023-10-04,TikTok,TI1009,AS50014,AD900023,FINAL_De -_autumn-brand -_awareness_2023,2023_all | stories_D-E,AUTUMNBRAND.V2||creative,15.33,3238,82,0,DE,Awareness,Autumn Brand Push,Broad,UNKNOWN,2023,10
2023-10-05,TikTok,TI1009,AS50014,AD900023,FINAL_De -_autumn-brand -_awareness_2023,2023_all | stories_D-E,AUTUMNBRAND.V2||creative,25.68,5235,111,1,DE,Awareness,Autumn Brand Push,Broad,UNKNOWN,2023,10
2023-10-06,TikTok,TI1009,AS50014,AD900023,FINAL_De -_autumn-brand -_awareness_2023,2023_all | stories_D-E,AUTUMNBRAND.V2||creative,44.13,10617,162,1,DE,Awareness,Autumn Brand Push,Broad,UNKNOWN,2023,10
2023-10-07,TikTok,TI1009,AS50014,AD900023,FINAL_De -_autumn-brand -_awareness_2023,2023_all | stories_D-E,AUTUMNBRAND.V2||creative,51.29,7768,130,2,DE,Awareness,Autumn Brand Push,Broad,UNKNOWN,2023,10
2023-10-08,TikTok,TI1009,AS50014,AD900023,FINAL_De -_autumn-brand -_awareness_2023,2023_all | stories_D-E,AUTUMNBRAND.V2||creative,36.54,5348,114,2,DE,Awareness,Autumn Brand Push,Broad,UNKNOWN,2023,10
2023-10-09,TikTok,TI1009,AS50014,AD900023,FINAL_De -_autumn-brand -_awareness_2023,2023_all | stories_D-E,AUTUMNBRAND.V2||creative,32.18,7319,197,1,DE,Awareness,Autumn Brand Push,Broad,UNKNOWN,2023,10
